0 0 2
0 0 3
0 0 1
0 0 4
0 0 1
0 0 1
0 0 3
0 0 0
0 0 0
0 0 4
0 0 4
0 0 0
0 0 2
0 0 3
0 0 0
0 0 2
0 0 4
0 0 0
0 0 0
0 0 1
0 0 0
0 0 0
0 0 4
0 0 1
0 0 2
-0.1 0.1 2.0069
-0.1 0.1 2.99
-0.1 0.1 1.01
-0.1 -0.048421 3.99
0.1 -0.1 1.01
0.1 0.1 1.01
0.1 -0.053218 2.99
0.1 -0.1 0.01
0.1 -0.1 0.01
-0.1 0.1 3.99
-0.1 -0.1 3.99
0.1 -0.1 0.01
0.1 0.1 1.99
0.1 -0.1 2.99
-0.1 -0.1 0.01
0.1 0.1 1.99
0.1 0.1 3.99
0.1 0.1 0.01
-0.1 -0.1 0.01
-0.1 0.1 1.01
0.1 0.054679 0.01
-0.1 -0.1 0.01
-0.1 0.1 3.99
0.1 -0.1 1.0019
-0.1 0.1 2.0049
-0.2 0.2 2.0135
-0.2 0.2 2.98
-0.2 0.2 1.02
-0.2 -0.094399 3.98
0.2 -0.2 1.02
0.2 0.2 1.02
0.2 -0.10458 2.98
0.2 -0.2 0.02
0.2 -0.2 0.02
-0.2 0.2 3.98
-0.2 -0.2 3.98
0.2 -0.2 0.02
0.2 0.2 1.98
0.2 -0.2 2.98
-0.2 -0.2 0.02
0.2 0.2 1.98
0.2 0.2 3.98
0.2 0.2 0.02
-0.2 -0.2 0.02
-0.2 0.2 1.02
0.2 0.10683 0.02
-0.2 -0.2 0.02
-0.2 0.2 3.98
0.2 -0.2 1.0042
-0.2 0.2 2.0095
-0.3 0.3 2.0196
-0.3 0.3 2.97
-0.3 0.3 1.03
-0.3 -0.13799 3.97
0.3 -0.3 1.03
0.3 0.3 1.03
0.3 -0.15417 2.97
0.3 -0.3 0.03
0.3 -0.3 0.03
-0.3 0.3 3.97
-0.3 -0.3 3.97
0.3 -0.3 0.03
0.3 0.3 1.97
0.3 -0.3 2.97
-0.3 -0.3 0.03
0.3 0.3 1.97
0.3 0.3 3.97
0.3 0.3 0.03
-0.3 -0.3 0.03
-0.3 0.3 1.03
0.3 0.15657 0.03
-0.3 -0.3 0.03
-0.3 0.3 3.97
0.3 -0.3 1.0067
-0.3 0.3 2.0137
-0.4 0.4 2.0254
-0.4 0.4 2.96
-0.4 0.4 1.04
-0.4 -0.17925 3.96
