964.91 1016.7 98.499
977.76 1003.4 98.346
990.3 990.43 98.112
1003.1 977.72 98.341
1016.3 964.7 98.497
951.96 1003.6 96.773
964.82 990.35 96.449
977.3 977.6 95.829
989.89 964.95 96.438
1002.9 951.92 96.763
939.32 990.85 95.013
952.29 977.8 94.346
964.85 965.31 92.461
977.18 952.59 94.283
990.06 939.45 95.013
926.41 978.36 93.66
939.51 965.37 93.347
952.18 952.8 92.632
964.58 939.97 93.347
977.4 926.7 93.651
913.06 965.56 92.187
926.29 952.56 92.072
939.09 939.88 91.833
951.6 926.92 92.065
964.43 913.52 92.186
