197 87 0
192 69 0
140 19 0
106 100 0
22 114 0
75 19 0
22 94 0
56 162 0
10 119 0
133 40 0
181 196 0
32 191 0
19 43 0
32 182 0
157 181 0
46 64 0
94 21 0
74 35 0
156 139 0
113 76 0
43 92 0
157 112 0
159 4 0
62 150 0
120 54 0
197 87.001 0.020069
192 69.001 0.0299
140 19.001 0.0101
106 100 0.0399
22.001 114 0.0101
75.001 19.001 0.0101
22.001 93.999 0.0299
56.001 162 0.0001
10.001 119 0.0001
133 40.001 0.0399
181 196 0.0399
32.001 191 0.0001
19.001 43.001 0.0199
32.001 182 0.0299
157 181 0.0001
46.001 64.001 0.0199
94.001 21.001 0.0399
74.001 35.001 0.0001
156 139 0.0001
113 76.001 0.0101
43.001 92.001 0.0001
157 112 0.0001
159 4.001 0.0399
62.001 150 0.010019
120 54.001 0.020049
197 87.003 0.040204
192 69.003 0.0597
140 19.003 0.0203
106 99.999 0.0797
22.003 114 0.0203
75.003 19.003 0.0203
22.003 93.998 0.0597
56.003 162 0.0003
10.003 119 0.0003
133 40.003 0.0797
181 196 0.0797
32.003 191 0.0003
19.003 43.003 0.0397
32.003 182 0.0597
157 181 0.0003
46.003 64.003 0.0397
94.003 21.003 0.0797
74.003 35.003 0.0003
156 139 0.0003
113 76.003 0.0203
43.003 92.002 0.0003
157 112 0.0003
159 4.003 0.0797
62.003 150 0.020061
120 54.003 0.040144
196.99 87.006 0.0604
191.99 69.006 0.0894
139.99 19.006 0.0306
105.99 99.997 0.1194
22.006 113.99 0.0306
75.006 19.006 0.0306
22.006 93.997 0.0894
56.006 161.99 0.0006
10.006 118.99 0.0006
132.99 40.006 0.1194
180.99 195.99 0.1194
32.006 190.99 0.0006
19.006 43.006 0.0594
32.006 181.99 0.0894
156.99 180.99 0.0006
46.006 64.006 0.0594
94.006 21.006 0.1194
74.006 35.006 0.0006
155.99 138.99 0.0006
112.99 76.006 0.0306
43.006 92.003 0.0006
156.99 111.99 0.0006
158.99 4.006 0.1194
62.006 149.99 0.030128
119.99 54.006 0.060281
196.99 87.01 0.080654
191.99 69.01 0.119
139.99 19.01 0.041
105.99 99.995 0.159
22.01 113.99 0.041
75.01 19.01 0.041
22.01 93.995 0.119
56.01 161.99 0.001
10.01 118.99 0.001
132.99 40.01 0.159
180.99 195.99 0.159
32.01 190.99 0.001
19.01 43.01 0.079
32.01 181.99 0.119
156.99 180.99 0.001
46.01 64.01 0.079
94.01 21.01 0.159
74.01 35.01 0.001
155.99 138.99 0.001
112.99 76.01 0.041
43.01 92.005 0.001
156.99 111.99 0.001
158.99 4.01 0.159
62.01 149.99 0.040223
119.99 54.01 0.080458
196.99 87.015 0.10096
191.99 69.015 0.1485
139.99 19.015 0.0515
105.98 99.993 0.1985
22.015 113.98 0.0515
75.015 19.015 0.0515
22.015 93.992 0.1485
56.015 161.99 0.0015
10.015 118.98 0.0015
132.99 40.015 0.1985
180.99 195.99 0.1985
32.015 190.99 0.0015
19.015 43.015 0.0985
32.015 181.99 0.1485
156.99 180.99 0.0015
46.015 64.015 0.0985
94.015 21.015 0.1985
74.015 35.015 0.0015
155.99 138.99 0.0015
112.98 76.015 0.0515
43.015 92.008 0.0015
156.99 111.98 0.0015
158.99 4.015 0.1985
62.015 149.99 0.05035
119.98 54.015 0.10067
196.98 87.021 0.12132
191.98 69.021 0.1779
139.98 19.021 0.0621
105.98 99.991 0.2379
22.021 113.98 0.0621
75.021 19.021 0.0621
22.021 93.989 0.1779
56.021 161.98 0.0021
10.021 118.98 0.0021
132.98 40.021 0.2379
180.98 195.98 0.2379
32.021 190.98 0.0021
19.021 43.021 0.1179
32.021 181.98 0.1779
156.98 180.98 0.0021
46.021 64.021 0.1179
94.021 21.021 0.2379
74.021 35.021 0.0021
155.98 138.98 0.0021
112.98 76.021 0.0621
43.021 92.011 0.0021
156.98 111.98 0.0021
158.98 4.021 0.2379
62.021 149.98 0.06051
119.98 54.021 0.12092
196.97 87.028 0.14173
191.97 69.028 0.2072
139.97 19.028 0.0728
105.97 99.988 0.2772
22.028 113.97 0.0728
75.028 19.028 0.0728
22.028 93.986 0.2072
56.028 161.97 0.0028
10.028 118.97 0.0028
132.97 40.028 0.2772
180.97 195.97 0.2772
32.028 190.97 0.0028
19.028 43.028 0.1372
32.028 181.97 0.2072
156.97 180.97 0.0028
46.028 64.028 0.1372
94.028 21.028 0.2772
74.028 35.028 0.0028
155.97 138.97 0.0028
112.97 76.028 0.0728
43.028 92.014 0.0028
156.97 111.97 0.0028
158.97 4.028 0.2772
62.028 149.97 0.070707
119.97 54.028 0.1412
196.96 87.036 0.16219
191.96 69.036 0.2364
139.96 19.036 0.0836
105.96 99.985 0.3164
22.036 113.96 0.083599
75.036 19.036 0.0836
22.036 93.982 0.2364
56.036 161.96 0.0036
10.036 118.96 0.0036
132.96 40.036 0.3164
180.96 195.96 0.3164
32.036 190.96 0.0036
19.036 43.036 0.1564
32.036 181.96 0.2364
156.96 180.96 0.0036
46.036 64.036 0.1564
94.036 21.036 0.3164
74.036 35.036 0.0036
155.96 138.96 0.0036
112.96 76.036 0.0836
43.036 92.018 0.0036
156.96 111.96 0.0036
158.96 4.036 0.3164
62.036 149.96 0.080943
119.96 54.036 0.1615
196.96 87.045 0.18268
191.96 69.045 0.2655
139.96 19.045 0.0945
105.95 99.981 0.3555
22.045 113.95 0.094493
75.045 19.045 0.0945
22.045 93.978 0.2655
56.045 161.96 0.0045
10.045 118.95 0.0045
132.96 40.045 0.3555
180.96 195.96 0.3555
32.045 190.96 0.0045
19.045 43.045 0.1755
32.045 181.96 0.2655
156.96 180.96 0.0045
46.045 64.045 0.1755
94.045 21.045 0.3555
74.045 35.045 0.0045
155.96 138.96 0.0045
112.95 76.045 0.0945
43.045 92.022 0.0045
156.96 111.95 0.0045
158.96 4.045 0.3555
62.045 149.96 0.09122
119.95 54.045 0.18183
196.95 87.055 0.20321
191.95 69.055 0.2945
139.95 19.055 0.1055
105.94 99.977 0.3945
22.055 113.94 0.10548
75.055 19.055 0.1055
22.055 93.974 0.2945
56.055 161.95 0.0055
10.055 118.94 0.0055
132.95 40.055 0.3945
180.95 195.95 0.3945
32.055 190.95 0.0055
19.055 43.055 0.1945
32.055 181.95 0.2945
156.95 180.95 0.0055
46.055 64.055 0.1945
94.055 21.055 0.3945
74.055 35.055 0.0055
155.95 138.95 0.0055
112.94 76.055 0.1055
43.055 92.026 0.0055
156.95 111.94 0.0055
158.95 4.055 0.3945
62.055 149.95 0.10154
119.94 54.055 0.20219
196.93 87.066 0.22379
191.93 69.066 0.3234
139.93 19.066 0.1166
105.93 99.973 0.4334
22.066 113.93 0.11656
75.066 19.066 0.1166
22.066 93.969 0.3234
56.066 161.93 0.0066
10.066 118.93 0.0066
132.93 40.066 0.4334
180.93 195.93 0.4334
32.066 190.93 0.0066
19.066 43.066 0.2134
32.066 181.93 0.3234
156.93 180.93 0.0066
46.066 64.066 0.2134
94.066 21.066 0.4334
74.066 35.066 0.0066
155.93 138.93 0.0066
112.93 76.066 0.1166
43.066 92.031 0.0066
156.93 111.93 0.0066
158.93 4.066 0.4334
62.066 149.93 0.11191
119.93 54.066 0.22257
196.92 87.078 0.24439
